territory,year,month,detections,request_billions,enacted_billions,underbudget,SEQUESTER_FY2013,SHUTDOWN_OCT2013,SHUTDOWN_DEC2018,SHUTDOWN_JAN2019,pending_defendants,median_time_months,fbi_positions,fbi_fte,usao_positions,usao_fte,election_month,presidential_transition_window,congress_session_cycle_m,pre_election_window_m1,pre_election_window_m2,pre_election_window_m3,pre_election_window_m4,pre_election_window_m5,pre_election_window_m6,post_election_window_m1,post_election_window_m2,post_election_window_m3,post_election_window_m4,post_election_window_m5,post_election_window_m6
OR,2017.0,6.0,2.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2017.0,7.0,2.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2017.0,8.0,6.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2017.0,9.0,2.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2017.0,11.0,1.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2017.0,12.0,1.0,9.5,8.72,-0.0821052631578946,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,1.0,2.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,2.0,2.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,3.0,3.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,4.0,9.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,5.0,1.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,6.0,6.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,7.0,2.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,8.0,3.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,10.0,4.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,11.0,1.0,9.29,8.9,-0.0419806243272334,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2018.0,12.0,4.0,9.29,8.9,-0.0419806243272334,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OR,2019.0,1.0,1.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OR,2019.0,2.0,1.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OR,2019.0,3.0,1.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OR,2019.0,7.0,1.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2019.0,9.0,2.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2019.0,10.0,3.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2019.0,12.0,2.0,9.4,9.03,-0.0393617021276596,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2020.0,1.0,1.0,9.31,9.03,-0.0300751879699249,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2020.0,4.0,1.0,9.31,9.03,-0.0300751879699249,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2020.0,8.0,3.0,9.31,9.03,-0.0300751879699249,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2020.0,9.0,3.0,9.31,9.03,-0.0300751879699249,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2021.0,1.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OR,2021.0,2.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OR,2021.0,3.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OR,2021.0,5.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OR,2021.0,6.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2021.0,8.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2021.0,9.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2021.0,11.0,1.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2021.0,12.0,2.0,9.8,9.74,-0.0061224489795918,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,2.0,1.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,3.0,3.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,4.0,3.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,5.0,2.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,7.0,2.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,8.0,3.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2022.0,11.0,2.0,10.3,10.28,-0.0019417475728156,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,3.0,2.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OR,2023.0,4.0,1.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OR,2023.0,5.0,2.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OR,2023.0,6.0,2.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,7.0,1.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,8.0,1.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,9.0,2.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,10.0,1.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2023.0,12.0,1.0,10.8,10.73,-0.0064814814814815,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2024.0,1.0,7.0,11.4,11.2,-0.0175438596491229,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2024.0,3.0,2.0,11.4,11.2,-0.0175438596491229,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2024.0,4.0,2.0,11.4,11.2,-0.0175438596491229,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,2024.0,6.0,3.0,11.4,11.199999999999998,-0.017543859649123,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,6.0,6.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,7.0,1.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,8.0,1.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,9.0,1.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,10.0,1.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,11.0,1.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2002.0,12.0,7.0,3.53,3.49,-0.0113314447592066,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,1.0,1.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PA,2003.0,2.0,3.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PA,2003.0,3.0,2.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2003.0,4.0,3.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PA,2003.0,5.0,1.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PA,2003.0,6.0,2.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,7.0,3.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,8.0,2.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,9.0,3.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1957.0,10.5,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,10.0,4.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,11.0,2.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2003.0,12.0,6.0,4.26,4.18,-0.0187793427230047,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,1.0,5.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,2.0,3.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,3.0,4.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,4.0,5.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,5.0,7.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,6.0,2.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,7.0,5.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,8.0,3.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,9.0,1.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,1922.0,10.5,,,,,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,10.0,1.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,11.0,17.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004.0,12.0,5.0,4.6,5.1,0.108695652173913,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,1.0,2.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PA,2005.0,2.0,7.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PA,2005.0,3.0,5.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2005.0,4.0,4.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PA,2005.0,5.0,5.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PA,2005.0,6.0,15.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,7.0,8.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,8.0,11.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,9.0,1.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2032.0,10.7,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,10.0,4.0,5.58,7.26,0.3010752688172042,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,11.0,3.0,5.580000000000001,7.260000000000001,0.3010752688172042,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2005.0,12.0,6.0,5.580000000000001,7.260000000000001,0.3010752688172042,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,1.0,3.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,2.0,6.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,3.0,5.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,4.0,1.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,5.0,1.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,6.0,9.0,5.73,7.569999999999999,0.3211169284467712,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,7.0,5.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,8.0,3.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,9.0,2.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2317.0,10.8,,,,,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2006.0,11.0,5.0,5.73,7.57,0.3211169284467713,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,2007.0,2.0,5.0,7.17,7.730000000000001,0.0781032078103209,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PA,2007.0,3.0,7.0,7.17,7.729999999999999,0.0781032078103206,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PA,2007.0,4.0,1.0,7.17,7.73,0.0781032078103208,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PA,2007.0,5.0,4.0,7.17,7.73,0.0781032078103208,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PA,2007.0,6.0,6.0,7.169999999999999,7.73,0.0781032078103209,0.0,0.0,0.0,0.0,2305.0,9.7,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
